year,month,day,time,second,lat,lon,depth,mag,city
2022,3,22,00:02,14.5,37°43.1'N,141°35.4'E,55,1.5,福島県沖
2022,3,22,00:03,47.0,37°51.4'N,141°34.6'E,47,0.8,福島県沖
2022,3,22,00:04,7.9,37°42.3'N,141°35.7'E,57,1.1,福島県沖
2022,3,22,00:05,58.1,37°47.0'N,141°35.4'E,52,1.1,福島県沖
2022,3,22,00:10,37.9,37°50.4'N,141°37.1'E,49,1.1,福島県沖
2022,3,22,00:11,23.0,37°51.0'N,141°36.0'E,46,1.1,福島県沖
2022,3,22,00:11,23.8,32°34.2'N,130°38.2'E,11,0.3,熊本県熊本地方
2022,3,22,00:12,10.3,37°46.8'N,141°36.0'E,53,0.9,福島県沖
2022,3,22,00:12,26.3,37°51.1'N,141°34.3'E,47,1.5,福島県沖
2022,3,22,00:13,22.1,37°50.9'N,141°34.8'E,47,0.8,福島県沖

2022,3,22,00:13,32.8,37°43.8'N,141°50.3'E,56,1.3,福島県沖
2022,3,22,00:14,54.1,37°48.0'N,141°42.9'E,54,1.1,福島県沖
2022,3,22,00:16,58.5,37°50.2'N,141°37.2'E,57,0.7,福島県沖
2022,3,22,00:17,7.1,37°30.5'N,137°12.0'E,13,1.0,石川県能登地方
2022,3,22,00:19,18.6,37°59.9'N,141°50.0'E,51,0.6,宮城県沖
2022,3,22,00:20,23.6,37°51.9'N,141°37.4'E,46,0.9,福島県沖
2022,3,22,00:21,5.2,37°50.9'N,141°33.8'E,48,1.0,福島県沖
2022,3,22,00:21,26.3,37°42.5'N,141°34.4'E,52,1.1,福島県沖
2022,3,22,00:21,29.7,37°53.8'N,144°15.1'E,26,1.4,三陸沖
2022,3,22,00:21,51.7,37°51.0'N,141°40.9'E,57,1.4,福島県沖

2022,3,22,00:22,13.1,41°36.9'N,142°21.2'E,39,1.6,浦河沖
2022,3,22,00:23,31.4,37°32.0'N,137°11.6'E,14,0.1,能登半島沖
2022,3,22,00:23,35.1,37°49.4'N,141°36.4'E,48,0.8,福島県沖
2022,3,22,00:23,49.5,37°30.2'N,137°11.8'E,9,0.5,能登半島沖
2022,3,22,00:23,58.9,37°51.1'N,141°37.4'E,49,1.4,福島県沖
2022,3,22,00:24,56.0,37°50.2'N,141°39.9'E,55,1.0,福島県沖
2022,3,22,00:25,25.9,35°28.6'N,138°58.3'E,26,0.2,山梨県東部・富士五湖
2022,3,22,00:25,48.8,37°17.0'N,141°49.5'E,28,1.0,福島県沖
2022,3,22,00:26,18.7,37°56.3'N,141°38.2'E,43,1.1,宮城県沖
2022,3,22,00:26,50.3,37°48.9'N,141°35.3'E,51,1.2,福島県沖

2022,3,22,00:27,32.0,37°42.4'N,141°33.8'E,54,2.0,福島県沖
2022,3,22,00:30,35.0,33°2.2'N,130°20.0'E,14,-0.1,有明海
2022,3,22,00:32,8.2,37°53.8'N,141°41.5'E,56,1.5,宮城県沖
2022,3,22,00:32,39.8,32°41.7'N,132°1.9'E,39,0.3,日向灘
2022,3,22,00:33,7.2,41°49.6'N,143°29.5'E,43,1.0,十勝沖
2022,3,22,00:34,6.9,37°46.6'N,141°35.9'E,54,1.0,福島県沖
2022,3,22,00:34,21.7,37°50.7'N,141°35.2'E,48,1.0,福島県沖
2022,3,22,00:34,23.2,40°46.6'N,142°15.5'E,47,0.9,青森県東方沖
2022,3,22,00:34,54.0,31°12.3'N,129°55.5'E,5,1.8,薩摩半島西方沖
2022,3,22,00:34,56.6,32°40.8'N,132°2.1'E,39,-0.1,日向灘

2022,3,22,00:35,48.3,37°48.7'N,141°40.1'E,55,0.6,福島県沖
2022,3,22,00:36,29.0,37°46.0'N,141°34.1'E,52,1.0,福島県沖
2022,3,22,00:36,29.3,24°16.9'N,123°10.8'E,60,1.5,与那国島近海
2022,3,22,00:38,25.5,32°45.1'N,129°49.0'E,11,0.2,長崎県南西部
2022,3,22,00:38,37.5,37°58.4'N,141°43.2'E,57,0.8,宮城県沖
2022,3,22,00:41,49.8,37°40.4'N,141°38.2'E,60,1.1,福島県沖
2022,3,22,00:42,13.6,37°50.2'N,141°37.1'E,50,1.4,福島県沖
2022,3,22,00:42,29.1,33°25.2'N,132°8.8'E,49,0.1,伊予灘
2022,3,22,00:42,57.9,37°49.3'N,141°35.6'E,53,1.8,福島県沖
2022,3,22,00:46,56.7,37°44.8'N,141°41.6'E,66,1.4,福島県沖

2022,3,22,00:49,37.8,32°41.7'N,132°2.0'E,39,0.6,日向灘
2022,3,22,00:51,21.8,29°23.0'N,129°56.0'E,59,2.8,奄美大島北東沖
2022,3,22,00:51,42.8,37°45.2'N,141°36.1'E,54,1.1,福島県沖
2022,3,22,00:52,33.8,37°51.9'N,141°41.6'E,55,1.2,福島県沖
2022,3,22,00:54,22.8,37°55.7'N,141°48.1'E,52,1.1,宮城県沖
