year,month,day,time,second,lat,lon,depth,mag,city
2022,3,24,00:00,39.3,36°36.0'N,139°27.4'E,8,0.4,群馬県南部
2022,3,24,00:01,9.2,42°9.3'N,142°48.0'E,38,0.2,日高地方東部
2022,3,24,00:01,28.8,38°53.5'N,140°51.3'E,8,0.5,宮城県北部
2022,3,24,00:02,37.3,37°59.6'N,141°43.4'E,54,1.4,宮城県沖
2022,3,24,00:03,1.5,36°27.8'N,136°38.7'E,10,0.4,石川県加賀地方
2022,3,24,00:04,9.4,35°21.0'N,137°44.9'E,49,0.1,長野県南部
2022,3,24,00:04,32.2,37°43.9'N,141°34.7'E,54,1.3,福島県沖
2022,3,24,00:04,35.3,36°13.5'N,137°38.6'E,5,0.1,長野県中部
2022,3,24,00:06,18.6,37°51.2'N,141°34.5'E,47,1.1,福島県沖
2022,3,24,00:06,40.1,36°47.3'N,140°33.2'E,8,0.2,茨城県北部

2022,3,24,00:07,40.6,37°47.5'N,141°40.2'E,55,0.9,福島県沖
2022,3,24,00:08,30.5,37°10.5'N,144°33.9'E,40,1.2,福島県沖
2022,3,24,00:09,54.3,37°47.8'N,141°36.9'E,53,0.8,福島県沖
2022,3,24,00:09,57.1,37°47.9'N,141°39.8'E,55,0.8,福島県沖
2022,3,24,00:10,57.2,37°52.5'N,141°38.3'E,48,0.9,福島県沖
2022,3,24,00:11,28.6,22°29.1'N,143°40.8'E,99,-,硫黄島近海
2022,3,24,00:11,44.1,37°51.7'N,141°41.4'E,56,0.8,福島県沖
2022,3,24,00:13,7.2,37°51.2'N,141°34.9'E,47,1.2,福島県沖
2022,3,24,00:14,13.8,40°1.4'N,140°31.9'E,6,-0.2,秋田県内陸北部
2022,3,24,00:14,37.6,37°51.4'N,141°34.6'E,48,1.1,福島県沖

2022,3,24,00:16,39.3,37°46.6'N,141°38.2'E,52,1.5,福島県沖
2022,3,24,00:16,46.6,33°50.5'N,133°37.6'E,7,0.5,高知県中部
2022,3,24,00:19,30.4,37°50.5'N,141°38.2'E,50,1.2,福島県沖
2022,3,24,00:22,34.9,37°12.7'N,141°23.0'E,8,1.3,福島県沖
2022,3,24,00:22,35.5,23°18.2'N,121°31.9'E,31,3.4,台湾付近
2022,3,24,00:24,40.7,37°53.5'N,141°41.4'E,55,1.1,宮城県沖
2022,3,24,00:26,51.8,37°53.2'N,141°37.2'E,54,1.0,宮城県沖
2022,3,24,00:27,25.2,37°44.3'N,141°33.4'E,51,1.3,福島県沖
2022,3,24,00:31,39.7,35°18.0'N,141°8.4'E,6,1.8,千葉県東方沖
2022,3,24,00:32,53.2,37°51.2'N,141°34.2'E,46,0.6,福島県沖

2022,3,24,00:33,11.9,37°42.8'N,141°34.5'E,52,1.5,福島県沖
2022,3,24,00:35,51.5,37°49.6'N,141°36.2'E,47,1.0,福島県沖
2022,3,24,00:36,22.8,37°51.6'N,141°37.4'E,49,1.1,福島県沖
2022,3,24,00:37,13.7,37°48.6'N,141°42.4'E,54,2.2,福島県沖
2022,3,24,00:38,36.1,37°31.0'N,137°11.8'E,9,0.3,能登半島沖
2022,3,24,00:39,1.3,32°59.5'N,130°22.7'E,4,0.2,有明海
2022,3,24,00:43,43.8,37°51.7'N,141°35.9'E,47,0.8,福島県沖
2022,3,24,00:44,16.5,37°52.5'N,141°36.0'E,53,1.0,福島県沖
2022,3,24,00:44,25.3,36°51.5'N,137°19.6'E,233,1.9,富山湾
2022,3,24,00:44,30.2,26°26.2'N,127°35.7'E,4,1.5,沖縄本島近海

2022,3,24,00:45,11.6,43°14.2'N,143°35.8'E,147,0.8,十勝地方北部
2022,3,24,00:45,11.7,39°15.2'N,144°39.3'E,28,1.9,三陸沖
2022,3,24,00:45,29.0,34°58.2'N,135°32.2'E,12,0.0,京都府南部
2022,3,24,00:47,0.0,37°50.4'N,141°37.4'E,49,1.1,福島県沖
2022,3,24,00:49,25.0,32°17.6'N,132°9.8'E,8,0.9,日向灘
2022,3,24,00:55,21.6,38°55.6'N,140°52.2'E,6,1.3,宮城県北部
2022,3,24,00:56,5.9,37°54.4'N,141°40.0'E,49,0.9,宮城県沖
2022,3,24,00:56,11.6,37°51.6'N,141°33.8'E,48,1.1,福島県沖
2022,3,24,00:57,26.9,37°30.5'N,137°14.8'E,14,1.4,石川県能登地方
2022,3,24,00:57,28.9,37°49.9'N,141°38.0'E,51,1.9,福島県沖

2022,3,24,00:59,35.9,26°51.4'N,126°31.3'E,0,-,沖縄本島北西沖
2022,3,24,00:59,56.7,32°58.7'N,130°25.9'E,9,0.3,有明海
2022,3,24,01:02,12.9,29°14.2'N,128°31.7'E,18,3.8,奄美大島北西沖
2022,3,24,01:02,14.2,37°48.8'N,141°40.3'E,57,1.1,福島県沖
2022,3,24,01:02,43.5,37°30.6'N,137°15.0'E,13,0.7,石川県能登地方
2022,3,24,01:02,50.6,37°51.4'N,141°34.8'E,49,1.4,福島県沖
2022,3,24,01:03,58.4,37°42.4'N,141°38.5'E,75,1.7,福島県沖
