year,month,day,time,second,lat,lon,depth,mag,city
2022,3,10,00:00,12.4,31°26.1'N,130°37.8'E,8,-0.2,鹿児島湾
2022,3,10,00:01,9.7,26°45.7'N,128°5.4'E,16,0.5,沖縄本島近海
2022,3,10,00:01,28.9,24°46.4'N,122°26.9'E,36,1.6,与那国島近海
2022,3,10,00:02,36.3,35°22.6'N,135°48.2'E,8,0.0,滋賀県北部
2022,3,10,00:06,3.9,32°50.8'N,129°50.7'E,10,0.3,長崎県南西部
2022,3,10,00:07,28.3,33°49.4'N,135°25.8'E,16,-0.3,和歌山県南部
2022,3,10,00:07,46.4,37°30.9'N,137°16.3'E,11,0.5,石川県能登地方
2022,3,10,00:09,11.9,36°14.7'N,137°39.1'E,6,-0.3,長野県中部
2022,3,10,00:09,44.8,33°3.7'N,134°38.8'E,28,1.1,四国沖
2022,3,10,00:09,47.9,31°59.8'N,131°9.7'E,62,0.2,宮崎県南部山沿い

2022,3,10,00:11,32.5,33°39.7'N,133°9.9'E,6,-0.1,高知県中部
2022,3,10,00:11,36.5,40°26.2'N,138°58.3'E,12,1.3,青森県西方沖
2022,3,10,00:11,44.5,37°22.8'N,141°55.8'E,31,1.4,福島県沖
2022,3,10,00:13,50.5,36°14.8'N,137°39.6'E,6,-0.1,長野県中部
2022,3,10,00:16,17.9,37°27.5'N,137°9.7'E,11,0.3,石川県能登地方
2022,3,10,00:19,52.8,32°42.7'N,132°4.5'E,40,0.2,日向灘
2022,3,10,00:20,15.4,37°30.1'N,137°13.6'E,11,1.2,石川県能登地方
2022,3,10,00:21,34.4,33°12.1'N,130°27.7'E,8,0.0,福岡県筑後地方
2022,3,10,00:22,51.6,39°5.9'N,142°14.0'E,45,0.5,岩手県沖
2022,3,10,00:25,39.1,38°19.5'N,141°37.6'E,54,2.8,宮城県沖

2022,3,10,00:26,25.5,37°30.5'N,137°14.3'E,11,0.8,石川県能登地方
2022,3,10,00:27,31.3,36°14.5'N,137°39.6'E,10,0.1,長野県中部
2022,3,10,00:27,37.3,35°11.3'N,135°6.1'E,14,0.5,兵庫県南東部
2022,3,10,00:28,9.8,33°50.4'N,134°59.3'E,13,0.3,紀伊水道
2022,3,10,00:29,39.3,37°3.1'N,144°27.0'E,46,1.2,福島県沖
2022,3,10,00:31,16.6,37°14.3'N,142°15.0'E,18,0.9,福島県沖
2022,3,10,00:31,46.5,32°31.7'N,129°54.3'E,14,0.2,天草灘
