year,month,day,time,second,lat,lon,depth,mag,city
2022,3,6,00:02,35.2,33°28.5'N,141°1.7'E,42,1.6,八丈島東方沖
2022,3,6,00:02,48.7,37°24.0'N,140°23.7'E,91,2.8,福島県中通り
2022,3,6,00:02,58.3,36°6.1'N,142°8.8'E,3,-,茨城県沖
2022,3,6,00:06,2.6,32°40.8'N,132°2.3'E,40,1.2,日向灘
2022,3,6,00:16,14.1,36°21.3'N,141°49.9'E,21,1.2,茨城県沖
2022,3,6,00:19,14.7,36°5.0'N,139°51.9'E,46,2.8,茨城県南部
2022,3,6,00:29,7.1,32°29.3'N,130°36.5'E,7,0.6,熊本県熊本地方
2022,3,6,00:39,31.6,31°52.9'N,129°55.5'E,10,0.8,薩摩半島西方沖
2022,3,6,00:40,25.8,36°3.9'N,138°30.0'E,5,0.5,長野県中部
2022,3,6,00:41,31.1,35°11.9'N,132°48.9'E,14,1.0,島根県東部

2022,3,6,00:45,59.5,37°9.4'N,142°14.7'E,14,1.9,福島県沖
2022,3,6,00:46,32.7,32°56.3'N,129°54.5'E,11,0.3,長崎県南西部
2022,3,6,00:46,52.3,40°17.3'N,142°16.1'E,14,1.2,岩手県沖
2022,3,6,00:47,32.8,35°34.9'N,136°24.5'E,13,1.0,岐阜県美濃中西部
2022,3,6,00:55,25.6,37°39.7'N,141°35.2'E,51,1.3,福島県沖
2022,3,6,00:57,23.6,37°26.6'N,141°55.9'E,39,1.3,福島県沖
2022,3,6,00:59,17.7,36°18.2'N,137°54.3'E,11,-0.3,長野県中部
2022,3,6,01:06,10.7,37°29.6'N,144°41.7'E,32,2.2,福島県沖
2022,3,6,01:06,50.8,32°43.2'N,132°2.7'E,40,0.7,日向灘
2022,3,6,01:07,7.0,24°44.4'N,122°23.6'E,23,2.5,台湾付近

2022,3,6,01:11,28.2,36°46.9'N,139°49.3'E,13,1.2,栃木県北部
2022,3,6,01:15,42.5,36°56.1'N,139°23.7'E,4,0.9,福島県会津
2022,3,6,01:16,57.2,33°43.7'N,140°35.6'E,51,2.5,八丈島東方沖
2022,3,6,01:17,33.1,33°16.8'N,132°11.4'E,41,0.7,豊後水道
2022,3,6,01:25,8.9,42°0.4'N,144°15.0'E,23,1.5,十勝沖
2022,3,6,01:35,2.9,26°0.1'N,128°38.2'E,30,1.4,沖縄本島近海
2022,3,6,01:35,23.4,37°30.0'N,137°12.9'E,10,0.8,石川県能登地方
2022,3,6,01:40,0.5,37°26.2'N,141°54.2'E,37,1.8,福島県沖
2022,3,6,01:49,29.4,32°19.6'N,129°47.1'E,16,-,天草灘
2022,3,6,01:50,11.5,35°8.5'N,137°18.6'E,41,0.6,愛知県西部

2022,3,6,01:54,2.2,44°30.7'N,141°40.5'E,0,-,北海道北西沖
2022,3,6,01:54,38.8,37°11.8'N,142°8.1'E,20,1.6,福島県沖
2022,3,6,02:02,0.0,37°17.9'N,142°13.0'E,24,0.9,福島県沖
2022,3,6,02:02,28.0,26°34.0'N,126°30.6'E,102,3.0,沖縄本島北西沖
2022,3,6,02:07,36.7,34°31.7'N,134°59.0'E,14,0.7,淡路島付近
2022,3,6,02:10,39.6,39°48.7'N,141°4.7'E,9,0.5,岩手県内陸北部
