year,month,day,time,second,lat,lon,depth,mag,city
2022,3,20,00:00,2.4,33°55.1'N,135°55.6'E,19,0.3,和歌山県南部
2022,3,20,00:01,35.0,37°51.5'N,141°37.8'E,49,1.7,福島県沖
2022,3,20,00:01,47.9,35°22.1'N,133°53.6'E,7,0.2,鳥取県中部
2022,3,20,00:02,9.7,33°0.4'N,132°15.9'E,31,1.1,豊後水道
2022,3,20,00:02,23.6,37°50.1'N,141°34.7'E,49,1.6,福島県沖
2022,3,20,00:04,8.4,37°46.3'N,141°36.4'E,55,1.3,福島県沖
2022,3,20,00:05,45.7,37°44.9'N,141°33.6'E,52,1.5,福島県沖
2022,3,20,00:06,29.7,37°49.1'N,141°39.8'E,55,1.1,福島県沖
2022,3,20,00:07,29.0,37°49.9'N,141°37.3'E,50,1.6,福島県沖
2022,3,20,00:08,2.1,35°43.6'N,140°49.7'E,31,1.4,千葉県北東部

2022,3,20,00:08,4.2,34°53.4'N,135°35.4'E,11,0.2,大阪府北部
2022,3,20,00:08,33.9,26°46.7'N,126°20.6'E,26,2.3,沖縄本島北西沖
2022,3,20,00:09,35.2,37°43.2'N,141°36.5'E,58,1.2,福島県沖
2022,3,20,00:11,32.8,37°46.8'N,141°34.1'E,51,2.0,福島県沖
2022,3,20,00:12,4.3,37°43.7'N,141°33.0'E,54,3.3,福島県沖
2022,3,20,00:13,24.4,26°46.0'N,126°20.8'E,28,2.3,沖縄本島北西沖
2022,3,20,00:15,48.2,26°44.6'N,126°21.6'E,27,2.1,沖縄本島北西沖
2022,3,20,00:15,51.3,37°52.6'N,141°41.0'E,54,1.3,宮城県沖
2022,3,20,00:16,33.9,37°46.2'N,141°35.1'E,52,1.4,福島県沖
2022,3,20,00:16,47.6,37°46.1'N,141°35.9'E,55,1.5,福島県沖

2022,3,20,00:17,22.0,37°46.0'N,141°33.8'E,51,1.6,福島県沖
2022,3,20,00:18,52.5,37°50.4'N,141°40.5'E,55,1.3,福島県沖
2022,3,20,00:19,9.1,37°48.4'N,141°38.6'E,49,1.6,福島県沖
2022,3,20,00:20,13.2,26°46.4'N,126°23.1'E,27,2.4,沖縄本島北西沖
2022,3,20,00:21,9.8,26°47.0'N,126°20.7'E,19,-,沖縄本島北西沖
2022,3,20,00:21,33.6,37°57.8'N,141°41.6'E,50,1.5,宮城県沖
2022,3,20,00:22,58.5,37°47.2'N,141°43.0'E,57,1.3,福島県沖
2022,3,20,00:23,1.0,33°28.2'N,132°28.9'E,9,1.4,愛媛県南予
2022,3,20,00:23,42.1,23°39.6'N,120°39.6'E,5,4.5,台湾付近
2022,3,20,00:23,54.5,33°28.1'N,132°29.2'E,9,0.3,愛媛県南予

2022,3,20,00:25,46.2,37°31.1'N,137°14.0'E,15,1.3,能登半島沖
2022,3,20,00:26,49.7,26°46.5'N,126°20.6'E,30,2.4,沖縄本島北西沖
