year,month,day,time,second,lat,lon,depth,mag,city
2022,3,18,00:00,21.1,37°41.8'N,141°38.9'E,61,2.3,福島県沖
2022,3,18,00:01,10.0,37°45.2'N,141°38.1'E,54,2.0,福島県沖
2022,3,18,00:01,57.2,37°45.7'N,141°35.2'E,54,1.2,福島県沖
2022,3,18,00:02,32.9,37°49.8'N,141°36.0'E,47,1.0,福島県沖
2022,3,18,00:02,57.9,37°43.8'N,141°35.7'E,57,1.2,福島県沖
2022,3,18,00:03,31.0,37°46.9'N,141°34.9'E,52,1.1,福島県沖
2022,3,18,00:03,33.3,37°46.8'N,141°34.3'E,52,1.2,福島県沖
2022,3,18,00:03,41.1,40°43.6'N,144°57.7'E,31,1.4,三陸沖
2022,3,18,00:03,47.5,37°50.0'N,141°36.9'E,48,1.1,福島県沖
2022,3,18,00:03,51.2,37°55.5'N,141°43.1'E,58,1.6,宮城県沖

2022,3,18,00:04,41.1,26°47.6'N,126°17.7'E,27,3.2,沖縄本島北西沖
2022,3,18,00:05,44.0,34°38.6'N,135°43.5'E,6,-0.2,奈良県
2022,3,18,00:05,51.8,37°50.9'N,141°37.7'E,49,1.2,福島県沖
2022,3,18,00:06,29.9,37°45.7'N,141°35.8'E,55,1.5,福島県沖
2022,3,18,00:07,12.8,42°24.4'N,144°33.2'E,29,2.0,釧路沖
2022,3,18,00:07,20.2,34°41.4'N,140°11.9'E,62,1.4,千葉県南東沖
2022,3,18,00:07,56.8,37°49.6'N,141°36.8'E,50,2.8,福島県沖
2022,3,18,00:11,13.0,37°43.2'N,141°35.5'E,56,1.0,福島県沖
2022,3,18,00:11,42.2,37°40.4'N,141°35.0'E,54,1.1,福島県沖
2022,3,18,00:12,17.4,37°46.1'N,141°33.9'E,50,1.7,福島県沖

2022,3,18,00:12,37.6,37°46.5'N,141°35.5'E,50,1.0,福島県沖
2022,3,18,00:13,43.5,37°48.2'N,141°34.7'E,50,1.3,福島県沖
2022,3,18,00:13,55.6,39°59.9'N,142°14.1'E,52,0.7,岩手県沖
2022,3,18,00:14,59.0,40°32.0'N,143°40.3'E,17,1.2,三陸沖
2022,3,18,00:15,5.1,37°41.3'N,141°32.9'E,49,1.1,福島県沖
2022,3,18,00:15,29.6,37°46.1'N,141°37.4'E,51,1.4,福島県沖
2022,3,18,00:15,48.0,37°46.7'N,141°37.3'E,51,1.3,福島県沖
2022,3,18,00:16,4.2,37°47.1'N,141°35.2'E,52,1.9,福島県沖
2022,3,18,00:16,59.2,37°46.0'N,141°36.4'E,55,1.5,福島県沖
2022,3,18,00:17,28.5,37°48.1'N,141°38.2'E,50,1.6,福島県沖

2022,3,18,00:17,37.5,42°39.6'N,143°11.5'E,93,0.7,十勝地方南部
2022,3,18,00:18,7.7,37°42.8'N,141°35.0'E,55,1.8,福島県沖
2022,3,18,00:18,30.8,37°47.0'N,141°34.4'E,52,2.7,福島県沖
2022,3,18,00:18,55.6,37°42.3'N,141°35.8'E,57,2.3,福島県沖
2022,3,18,00:19,1.3,27°55.7'N,129°24.6'E,32,0.9,奄美大島近海
2022,3,18,00:19,15.7,37°47.4'N,141°38.9'E,54,2.9,福島県沖
2022,3,18,00:21,26.2,38°2.1'N,141°44.6'E,56,1.0,宮城県沖
2022,3,18,00:21,29.0,35°42.6'N,140°50.3'E,31,1.4,千葉県東方沖
2022,3,18,00:21,45.0,37°51.1'N,141°41.3'E,54,1.5,福島県沖
2022,3,18,00:21,58.6,37°50.8'N,141°36.9'E,49,1.5,福島県沖

2022,3,18,00:22,57.7,37°49.6'N,141°37.7'E,51,1.6,福島県沖
2022,3,18,00:23,14.2,31°46.0'N,130°47.8'E,9,0.4,鹿児島県薩摩地方
2022,3,18,00:23,24.3,37°49.1'N,141°36.4'E,50,3.9,福島県沖
2022,3,18,00:25,19.2,37°53.8'N,141°41.5'E,53,1.8,宮城県沖
2022,3,18,00:25,26.5,37°47.8'N,141°38.4'E,52,2.1,福島県沖
2022,3,18,00:26,13.8,37°43.6'N,141°36.1'E,57,1.5,福島県沖
2022,3,18,00:26,50.7,37°47.5'N,141°42.4'E,57,1.2,福島県沖
2022,3,18,00:27,3.0,35°4.3'N,137°50.1'E,23,0.0,静岡県西部
