year,month,day,time,second,lat,lon,depth,mag,city
2022,3,25,00:00,16.5,33°33.7'N,135°34.0'E,23,0.2,和歌山県南部
2022,3,25,00:02,11.0,33°58.3'N,134°37.3'E,14,1.3,徳島県北部
2022,3,25,00:03,16.1,37°46.9'N,141°38.7'E,53,2.0,福島県沖
2022,3,25,00:03,16.9,33°13.7'N,138°3.8'E,360,2.9,三重県南東沖
2022,3,25,00:06,26.5,35°31.4'N,138°55.6'E,25,0.2,山梨県東部・富士五湖
2022,3,25,00:09,36.1,37°52.3'N,141°39.7'E,52,1.8,福島県沖
2022,3,25,00:10,19.1,37°50.1'N,141°36.3'E,49,2.0,福島県沖
2022,3,25,00:10,35.9,37°58.3'N,141°42.1'E,55,1.8,宮城県沖
2022,3,25,00:11,24.0,37°47.2'N,141°36.6'E,55,1.5,福島県沖
2022,3,25,00:11,48.4,37°51.3'N,141°35.6'E,46,1.5,福島県沖

2022,3,25,00:14,51.5,37°51.2'N,141°34.9'E,49,1.1,福島県沖
2022,3,25,00:15,43.0,37°47.2'N,141°36.3'E,54,1.6,福島県沖
2022,3,25,00:16,13.0,37°45.2'N,141°34.5'E,52,1.5,福島県沖
2022,3,25,00:16,35.3,37°51.0'N,141°38.2'E,51,1.6,福島県沖
2022,3,25,00:17,37.0,37°44.9'N,141°44.1'E,64,2.0,福島県沖
2022,3,25,00:18,46.6,36°30.8'N,138°4.3'E,6,-0.3,長野県北部
2022,3,25,00:19,18.3,37°31.9'N,141°28.5'E,50,0.9,福島県沖
2022,3,25,00:20,42.9,34°12.5'N,135°17.8'E,6,0.2,和歌山県北部
2022,3,25,00:23,8.1,37°11.2'N,138°10.3'E,9,1.0,新潟県上中越沖
2022,3,25,00:23,42.1,37°50.4'N,141°34.9'E,47,1.2,福島県沖

2022,3,25,00:23,55.0,37°31.2'N,137°15.0'E,12,1.2,石川県能登地方
2022,3,25,00:24,41.2,38°52.2'N,141°34.5'E,73,0.7,宮城県北部
2022,3,25,00:25,49.1,37°44.5'N,141°41.5'E,62,2.8,福島県沖
