year,month,day,time,second,lat,lon,depth,mag,city
2022,3,28,00:00,38.3,33°26.7'N,132°20.0'E,44,1.8,豊後水道
2022,3,28,00:02,34.4,33°53.7'N,140°3.5'E,92,1.6,房総半島南方沖
2022,3,28,00:03,9.7,37°45.8'N,141°34.9'E,54,0.9,福島県沖
2022,3,28,00:08,49.8,41°15.2'N,142°13.0'E,42,2.4,青森県東方沖
2022,3,28,00:10,8.3,36°49.7'N,138°41.9'E,7,0.8,長野県北部
2022,3,28,00:10,35.4,37°50.2'N,141°45.4'E,63,1.0,福島県沖
2022,3,28,00:18,57.1,36°11.5'N,137°57.0'E,3,-0.9,長野県中部
2022,3,28,00:19,35.1,40°1.3'N,141°54.3'E,7,0.4,岩手県沿岸北部
2022,3,28,00:20,42.7,37°53.0'N,141°39.0'E,50,0.7,宮城県沖
2022,3,28,00:20,43.8,41°3.4'N,144°56.2'E,28,2.2,十勝沖

2022,3,28,00:21,11.4,34°28.5'N,136°26.1'E,38,0.4,三重県中部
2022,3,28,00:22,33.6,37°48.2'N,141°40.8'E,58,1.9,福島県沖
2022,3,28,00:24,42.8,37°52.4'N,141°37.4'E,51,1.0,福島県沖
2022,3,28,00:27,30.0,32°43.3'N,132°4.5'E,36,0.6,日向灘
2022,3,28,00:28,6.5,37°51.1'N,141°35.0'E,49,1.9,福島県沖
2022,3,28,00:29,43.1,37°50.0'N,141°33.6'E,47,1.3,福島県沖
2022,3,28,00:29,55.2,34°59.4'N,135°39.2'E,10,1.5,京都府南部
2022,3,28,00:32,42.1,37°50.0'N,141°35.8'E,48,1.1,福島県沖
2022,3,28,00:35,39.8,37°49.5'N,141°36.3'E,51,1.1,福島県沖
2022,3,28,00:36,22.8,38°0.0'N,141°39.7'E,48,0.9,宮城県沖

2022,3,28,00:37,34.0,34°12.0'N,140°53.2'E,37,0.3,房総半島南方沖
2022,3,28,00:37,59.5,29°48.7'N,130°4.8'E,59,1.3,トカラ列島近海
