year,month,day,time,second,lat,lon,depth,mag,city
2022,3,16,00:01,27.8,32°38.3'N,131°58.9'E,40,0.0,日向灘
2022,3,16,00:09,48.2,32°43.9'N,130°47.8'E,10,0.2,熊本県熊本地方
2022,3,16,00:11,0.5,36°13.4'N,137°59.6'E,8,-0.2,長野県中部
2022,3,16,00:11,47.7,28°10.7'N,129°36.7'E,27,0.9,奄美大島近海
2022,3,16,00:23,53.8,37°57.5'N,143°50.6'E,15,1.2,三陸沖
2022,3,16,00:25,16.5,34°55.1'N,135°28.8'E,9,-0.1,大阪府北部
2022,3,16,00:26,54.7,36°44.4'N,142°10.4'E,15,1.9,福島県沖
2022,3,16,00:28,59.0,43°7.0'N,146°59.2'E,68,1.6,北海道東方沖
2022,3,16,00:29,42.3,42°38.4'N,141°16.9'E,8,0.5,胆振地方中東部
2022,3,16,00:30,49.0,37°18.5'N,141°55.3'E,32,1.1,福島県沖

2022,3,16,00:30,57.0,32°56.9'N,131°2.6'E,7,-0.1,熊本県阿蘇地方
2022,3,16,00:33,19.9,37°32.2'N,137°17.9'E,12,0.7,能登半島沖
2022,3,16,00:34,30.2,43°13.5'N,142°17.9'E,141,1.4,空知地方南部
2022,3,16,00:36,34.5,34°45.9'N,141°25.3'E,12,1.4,千葉県東方沖
2022,3,16,00:36,50.8,33°42.3'N,136°39.4'E,17,1.1,三重県南東沖
2022,3,16,00:42,25.7,31°15.4'N,130°23.1'E,143,1.1,鹿児島県薩摩地方
2022,3,16,00:45,39.0,28°1.6'N,129°34.2'E,32,0.6,奄美大島近海
2022,3,16,00:46,6.0,28°7.5'N,129°38.2'E,21,0.8,奄美大島近海
2022,3,16,00:47,36.2,32°3.9'N,131°54.0'E,27,0.7,日向灘
2022,3,16,00:49,29.4,41°13.4'N,144°37.7'E,27,0.9,十勝沖

2022,3,16,00:52,27.6,34°15.8'N,131°55.8'E,14,0.3,山口県東部
2022,3,16,00:57,5.8,36°20.7'N,140°54.8'E,39,1.1,茨城県沖
2022,3,16,01:01,53.0,37°31.8'N,137°17.1'E,13,0.8,石川県能登地方
2022,3,16,01:03,0.1,38°13.3'N,141°36.6'E,62,1.5,宮城県沖
2022,3,16,01:04,5.4,36°23.1'N,140°54.9'E,33,1.1,茨城県沖
2022,3,16,01:05,0.9,26°24.2'N,128°54.1'E,34,0.8,沖縄本島近海
2022,3,16,01:05,21.5,34°12.3'N,135°6.5'E,7,1.0,紀伊水道
2022,3,16,01:13,31.4,30°26.2'N,131°4.1'E,34,1.1,種子島近海
2022,3,16,01:13,31.8,31°57.1'N,130°18.4'E,9,0.2,鹿児島県薩摩地方
2022,3,16,01:13,35.8,36°15.3'N,138°35.8'E,152,1.2,長野県中部

2022,3,16,01:14,12.7,36°11.7'N,137°58.2'E,7,-0.4,長野県中部
2022,3,16,01:18,14.2,37°30.6'N,137°14.5'E,12,0.9,石川県能登地方
2022,3,16,01:21,18.6,36°16.5'N,140°48.2'E,42,1.3,茨城県沖
2022,3,16,01:22,21.6,35°34.1'N,139°4.8'E,20,-0.1,山梨県東部・富士五湖
2022,3,16,01:27,44.2,32°42.0'N,132°2.0'E,39,0.2,日向灘
2022,3,16,01:32,12.2,33°2.9'N,132°6.9'E,41,1.2,豊後水道
2022,3,16,01:32,26.9,29°50.1'N,129°26.9'E,187,3.0,トカラ列島近海
2022,3,16,01:34,38.9,29°20.6'N,129°32.3'E,10,2.6,トカラ列島近海
2022,3,16,01:36,25.0,34°52.3'N,133°1.5'E,10,0.6,広島県北部
2022,3,16,01:37,9.7,37°30.7'N,137°14.2'E,12,0.9,石川県能登地方

2022,3,16,01:42,44.4,36°1.7'N,139°57.5'E,29,0.4,茨城県南部
2022,3,16,01:48,16.2,37°31.6'N,137°18.6'E,11,1.2,石川県能登地方
2022,3,16,01:48,27.7,37°13.1'N,142°10.2'E,20,1.0,福島県沖
2022,3,16,01:49,2.2,31°20.8'N,130°36.5'E,10,0.0,鹿児島湾
2022,3,16,01:49,45.4,24°52.9'N,123°24.1'E,27,2.0,石垣島近海
2022,3,16,01:52,26.0,29°24.4'N,129°23.9'E,28,1.9,トカラ列島近海
2022,3,16,01:53,37.7,37°31.7'N,137°12.2'E,11,0.7,能登半島沖
2022,3,16,01:56,11.0,39°57.5'N,142°12.6'E,49,2.9,岩手県沖
2022,3,16,01:56,55.4,33°3.1'N,130°30.9'E,14,0.1,福岡県筑後地方
2022,3,16,02:02,44.5,29°20.1'N,129°32.5'E,8,2.1,トカラ列島近海

