year,month,day,time,second,lat,lon,depth,mag,city
2022,3,13,00:00,47.6,35°57.2'N,140°11.8'E,36,0.4,茨城県南部
2022,3,13,00:01,3.7,37°39.1'N,136°51.3'E,10,1.2,能登半島沖
2022,3,13,00:01,32.9,33°57.5'N,135°24.4'E,49,0.5,和歌山県北部
2022,3,13,00:03,47.3,44°16.6'N,142°51.5'E,5,-0.1,紋別地方
2022,3,13,00:08,55.0,36°12.6'N,137°58.5'E,10,-0.6,長野県中部
2022,3,13,00:08,55.9,37°30.3'N,137°12.9'E,11,0.9,石川県能登地方
2022,3,13,00:10,12.2,37°30.1'N,137°14.7'E,13,0.6,石川県能登地方
2022,3,13,00:11,12.3,31°26.2'N,130°37.9'E,8,0.0,鹿児島湾
2022,3,13,00:15,47.4,35°11.3'N,135°6.1'E,14,1.1,兵庫県南東部
2022,3,13,00:18,55.6,32°10.6'N,130°20.6'E,7,0.0,鹿児島県薩摩地方

2022,3,13,00:19,55.6,34°58.5'N,137°55.7'E,10,-0.3,静岡県西部
2022,3,13,00:21,44.7,28°20.7'N,128°35.1'E,76,1.6,トカラ列島近海
2022,3,13,00:22,8.1,32°41.2'N,130°0.6'E,14,0.5,橘湾
2022,3,13,00:22,54.2,35°21.3'N,133°43.7'E,6,0.9,鳥取県中部
2022,3,13,00:25,37.2,34°51.8'N,133°33.2'E,18,0.3,岡山県南部
2022,3,13,00:26,16.1,33°49.5'N,135°26.5'E,46,0.6,和歌山県南部
2022,3,13,00:27,4.3,37°43.4'N,142°24.8'E,25,1.8,福島県沖
2022,3,13,00:27,11.1,32°47.6'N,130°38.3'E,11,-0.4,熊本県熊本地方
2022,3,13,00:31,38.0,32°39.4'N,131°59.0'E,35,0.2,日向灘
2022,3,13,00:31,43.9,38°17.2'N,142°10.5'E,37,1.2,宮城県沖

2022,3,13,00:34,33.2,35°31.6'N,140°58.7'E,29,0.8,千葉県東方沖
2022,3,13,00:36,25.3,31°33.3'N,130°37.1'E,9,0.4,鹿児島湾
2022,3,13,00:36,44.3,35°45.0'N,141°0.1'E,36,-,千葉県東方沖
2022,3,13,00:37,26.1,34°2.2'N,135°52.0'E,14,0.5,奈良県
2022,3,13,00:38,51.3,26°47.2'N,126°25.7'E,29,1.9,沖縄本島北西沖
2022,3,13,00:44,28.5,38°24.2'N,142°12.6'E,30,2.0,宮城県沖
2022,3,13,00:44,39.6,36°0.0'N,137°3.7'E,7,1.1,岐阜県飛騨地方
2022,3,13,00:44,46.7,37°30.9'N,137°13.0'E,11,0.7,石川県能登地方
2022,3,13,00:45,19.4,39°15.9'N,142°21.2'E,25,1.0,岩手県沖
2022,3,13,00:48,51.5,36°59.3'N,144°33.6'E,36,1.7,関東東方沖

2022,3,13,00:50,2.9,37°30.8'N,137°17.6'E,12,0.9,石川県能登地方
2022,3,13,00:51,49.1,37°30.8'N,137°18.5'E,10,0.8,石川県能登地方
2022,3,13,00:51,51.4,42°5.2'N,143°29.5'E,14,0.8,十勝沖
2022,3,13,00:53,57.8,34°2.1'N,135°52.1'E,13,0.7,奈良県
2022,3,13,00:57,14.4,32°40.5'N,132°0.6'E,38,0.9,日向灘
2022,3,13,00:59,10.6,35°13.1'N,135°51.2'E,14,0.4,滋賀県南部
2022,3,13,01:05,3.3,44°16.1'N,142°22.5'E,243,2.1,上川地方北部
2022,3,13,01:05,13.0,36°45.0'N,140°34.4'E,9,0.2,茨城県北部
2022,3,13,01:07,45.6,36°56.6'N,138°30.3'E,9,0.6,長野県北部
2022,3,13,01:08,46.7,41°47.1'N,143°1.1'E,32,0.8,浦河沖

2022,3,13,01:08,52.6,33°57.8'N,135°16.2'E,7,0.9,和歌山県北部
2022,3,13,01:08,55.3,36°45.2'N,140°34.0'E,8,-0.2,茨城県北部
2022,3,13,01:10,38.1,35°24.0'N,138°18.5'E,8,-0.4,山梨県中・西部
2022,3,13,01:11,2.1,36°38.6'N,139°22.2'E,7,-0.2,栃木県北部
2022,3,13,01:11,5.5,36°35.5'N,139°24.6'E,9,-0.3,群馬県南部
2022,3,13,01:12,41.1,35°59.3'N,137°33.2'E,5,-0.6,岐阜県飛騨地方
2022,3,13,01:15,17.8,37°28.5'N,137°9.8'E,12,0.1,石川県能登地方
2022,3,13,01:18,6.3,35°53.7'N,137°58.6'E,5,-0.6,長野県南部
2022,3,13,01:20,34.5,36°59.3'N,144°34.6'E,36,2.5,関東東方沖
2022,3,13,01:21,2.3,37°23.3'N,138°46.5'E,9,0.3,新潟県中越地方

2022,3,13,01:24,59.2,27°53.3'N,128°51.9'E,8,0.5,奄美大島近海
2022,3,13,01:26,29.8,36°11.3'N,138°1.4'E,8,0.3,長野県中部
2022,3,13,01:28,32.9,27°52.7'N,128°52.3'E,11,1.0,奄美大島近海
2022,3,13,01:29,8.0,36°49.7'N,138°45.3'E,4,2.2,新潟県中越地方
2022,3,13,01:29,18.1,36°45.2'N,140°33.7'E,8,1.1,茨城県北部
2022,3,13,01:29,59.8,36°49.7'N,138°44.9'E,5,1.0,新潟県中越地方
2022,3,13,01:31,35.7,31°10.0'N,130°23.9'E,134,1.1,薩摩半島西方沖
2022,3,13,01:31,45.4,31°38.6'N,130°6.4'E,8,0.5,薩摩半島西方沖
2022,3,13,01:33,54.1,34°26.2'N,139°11.2'E,14,1.6,新島・神津島近海
2022,3,13,01:34,7.5,36°32.9'N,137°50.6'E,9,0.1,長野県北部

2022,3,13,01:35,11.5,33°34.6'N,139°32.2'E,30,-,三宅島近海
2022,3,13,01:35,39.4,35°0.6'N,135°37.1'E,11,0.7,京都府南部
2022,3,13,01:35,55.3,36°50.0'N,138°45.0'E,4,1.3,新潟県中越地方
2022,3,13,01:36,24.0,37°30.8'N,137°12.5'E,11,0.5,石川県能登地方
2022,3,13,01:38,11.7,36°50.2'N,138°44.3'E,4,0.6,新潟県中越地方
2022,3,13,01:38,39.4,36°49.8'N,138°45.2'E,4,1.2,新潟県中越地方
2022,3,13,01:38,52.5,32°37.2'N,130°2.2'E,11,-0.1,橘湾
2022,3,13,01:39,7.0,36°50.0'N,138°44.5'E,5,0.5,新潟県中越地方
2022,3,13,01:39,31.7,36°12.6'N,141°3.1'E,39,1.5,茨城県沖
2022,3,13,01:40,35.9,37°27.8'N,137°10.3'E,10,0.5,石川県能登地方

2022,3,13,01:41,26.2,35°24.2'N,139°0.2'E,24,0.2,神奈川県西部
2022,3,13,01:41,36.4,36°49.8'N,138°43.8'E,5,0.4,新潟県中越地方
2022,3,13,01:42,23.2,36°49.9'N,138°44.4'E,6,0.3,新潟県中越地方
2022,3,13,01:44,19.6,36°50.2'N,138°44.5'E,5,0.8,新潟県中越地方
2022,3,13,01:44,42.3,32°42.2'N,132°2.8'E,45,0.4,日向灘
2022,3,13,01:48,38.4,35°11.5'N,135°6.0'E,14,0.4,兵庫県南東部
2022,3,13,01:50,58.9,40°8.1'N,141°39.3'E,11,0.4,岩手県沿岸北部
2022,3,13,01:51,56.4,32°31.4'N,129°54.8'E,11,0.4,天草灘
2022,3,13,01:56,26.6,37°29.9'N,137°12.8'E,10,0.4,石川県能登地方
